index,MatchId,Creation,Duration,Id,Mode,Name,StartTimestamp,assists,baronKills,bountyLevel,champExperience,champLevel,championId,championName,championTransform,consumablesPurchased,damageDealtToBuildings,damageDealtToObjectives,damageDealtToTurrets,damageSelfMitigated,deaths,detectorWardsPlaced,doubleKills,dragonKills,firstBloodAssist,firstBloodKill,firstTowerAssist,firstTowerKill,gameEndedInEarlySurrender,gameEndedInSurrender,goldEarned,goldSpent,individualPosition,inhibitorKills,inhibitorsLost,item0,item1,item2,item3,item4,item5,item6,itemsPurchased,killingSprees,kills,lane,largestCriticalStrike,largestKillingSpree,largestMultiKill,longestTimeSpentLiving,magicDamageDealt,magicDamageDealtToChampions,magicDamageTaken,neutralMinionsKilled,nexusKills,nexusLost,objectivesStolen,objectivesStolenAssists,participantId,pentaKills,physicalDamageDealt,physicalDamageDealtToChampions,physicalDamageTaken,profileIcon,puuid,quadraKills,riotIdName,riotIdTagline,role,sightWardsBoughtInGame,spell1Casts,spell2Casts,spell3Casts,spell4Casts,summoner1Casts,summoner1Id,summoner2Casts,summoner2Id,summonerId,summonerLevel,summonerName,SummonerImage,teamEarlySurrendered,teamId,teamPosition,timeCCingOthers,timePlayed,totalDamageDealt,totalDamageDealtToChampions,totalDamageShieldedOnTeammates,totalDamageTaken,totalHeal,totalHealsOnTeammates,totalMinionsKilled,totalTimeCCDealt,totalTimeSpentDead,totalUnitsHealed,tripleKills,trueDamageDealt,trueDamageDealtToChampions,trueDamageTaken,turretKills,turretsLost,unrealKills,visionScore,visionWardsBoughtInGame,wardsKilled,wardsPlaced,win
4,NA1_3952861711,22/6/21 23:09,31.08,3952861711,CLASSIC,teambuilder-match-3952861711,10:22.0,7,0,0,10040,13,79,Gragas,0,5,1680,2263,1680,10043,3,3,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7183,6525,UTILITY,1,0,3152,3860,2421,3158,3191,0,3364,19,1,3,BOTTOM,0,3,2,1321,18660,9138,4627,0,0,0,0,0,5,0,4745,713,11476,3591,yF3pilxfrRezPyOJnu5MVdmwzXUDDjOiOW_MTjBaxkk5FLT_SBJYbz0E2Zdc1_Au7Uz4UDWcBzR_YA,0,,,SUPPORT,0,119,17,38,9,4,4,3,14,WyUcSfe8xMg-644JI2UPGgCoyaILRNbD-b17HhRe3FNrrJEA,88,LeatherShoeBox,,FALSE,100,UTILITY,35,1856,29513,10026,0,17192,4953,309,37,168,111,4,0,6107,175,1088,0,6,0,40,3,4,19,TRUE
5,NA1_3952861711,22/6/21 23:09,31.08,3952861711,CLASSIC,teambuilder-match-3952861711,10:22.0,1,0,0,14283,15,23,Tryndamere,0,1,10194,17700,10194,24638,8,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,11455,11355,TOP,0,1,6672,3006,6675,1018,1038,1037,3340,22,0,2,TOP,611,0,1,557,0,0,7651,41,0,1,0,0,6,0,180283,16083,21370,4658,t6_b8Izoh9mKjWC9Vbgmne0Wr4wx8uCwQK-vEMtHlnfZGYS6CiALQD2mzIv9le40alb4eFmDL6wl2Q,0,,,SOLO,0,25,15,95,9,6,6,4,4,27pW5SuMJqgYh2fmzregh_84Exqvoo6ddtU3pvaJ-1nakl4p,116,MikeBallss,,FALSE,200,TOP,7,1856,204048,18094,0,29430,8594,0,168,49,274,1,0,23764,2011,408,4,6,0,15,0,1,8,FALSE
6,NA1_3952861711,22/6/21 23:09,31.08,3952861711,CLASSIC,teambuilder-match-3952861711,10:22.0,6,0,0,10951,13,19,Warwick,0,0,0,16626,0,23889,7,0,0,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7980,7350,JUNGLE,0,1,3074,3047,3044,3067,3057,0,3340,15,0,1,JUNGLE,0,0,1,566,36173,4378,9264,106,0,1,0,0,7,0,50814,2821,22671,1301,ilLud9G42CtlA-YvF0IgILlIpibeKUtieiO0hnVRjAnjoW7TIw4v0czVE9nvcOjXIxvh1_61zyjRIw,0,,,NONE,0,86,11,14,7,0,4,11,11,F1o2DPwbdJ_jFdP6cJ3REGz28MXC3aN1SR_7_S0soU-rITs,33,HeroKiller25,,FALSE,200,JUNGLE,16,1856,96302,7271,0,32293,17397,0,3,170,181,1,0,9314,70,358,0,6,0,8,0,2,1,FALSE
7,NA1_3952861711,22/6/21 23:09,31.08,3952861711,CLASSIC,teambuilder-match-3952861711,10:22.0,8,0,1,14128,15,103,Ahri,0,4,1105,7104,1105,7756,5,1,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8666,7600,MIDDLE,0,1,1056,3157,6656,3158,0,2055,3340,16,0,2,MIDDLE,0,0,1,671,47037,12126,9157,0,0,1,0,0,8,0,13060,1516,6699,28,8NfK9g3Ud4KObLQFTRMFriy4c5IMuerc1jt3XyeBQXsDWyF5CnIUD6ymbnEeK7yxP-SWzWE4dW5L9g,0,,,SOLO,0,75,60,43,18,3,4,3,14,5AfWr-FUacHLUs7kZDbnVr6uVx_Zp-FuJ41Sq5u5qoXVldft,62,fourlafa,,FALSE,200,MIDDLE,43,1856,96203,20517,0,16186,3165,0,146,94,147,1,0,36106,6874,330,0,6,0,24,2,3,10,FALSE
8,NA1_3952861711,22/6/21 23:09,31.08,3952861711,CLASSIC,teambuilder-match-3952861711,10:22.0,4,1,0,12317,14,360,Samira,0,1,5634,17258,5634,9660,4,0,2,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,14417,13950,BOTTOM,0,1,6695,1053,6692,3033,6676,3006,3363,15,2,12,BOTTOM,540,7,4,627,15102,3497,8876,8,0,1,0,0,9,0,118658,26258,11863,4076,#NAME?,1,,,CARRY,0,120,14,26,7,3,4,4,7,6456YEAtkr_wFlpzA_85sbSMpx4NaezZwPuM7y3aZHSnA9g,234,foodtanari,,FALSE,200,BOTTOM,0,1856,140230,30358,0,21118,8582,783,187,17,153,3,1,6469,602,378,2,6,0,18,0,6,5,FALSE
9,NA1_3952861711,22/6/21 23:09,31.08,3952861711,CLASSIC,teambuilder-match-3952861711,10:22.0,12,0,0,11257,13,432,Bard,0,4,748,1432,748,14969,6,2,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,8785,8200,UTILITY,0,1,3117,3853,3190,3157,3108,3067,3364,20,0,2,BOTTOM,0,0,1,630,15853,8860,9080,0,0,1,0,0,10,0,3718,1984,9036,3151,FdBLMttWmnrk8kmo2JnZXgHqH1WE9qwqsXdbA_hE726KUpTkENuW6T3ytNnZ8Uc9Cj3cDUzb_X4-kg,0,,,SUPPORT,0,50,40,10,9,4,4,5,14,_S9ali-zqdx6OPIO3MY8YYuvnuuGqpPZjFignIiaQ8SInGo,133,Bugsly12,,FALSE,200,UTILITY,50,1856,20083,11357,946,18183,5121,1528,11,181,190,4,0,511,511,66,0,6,0,55,2,7,25,FALSE
0,NA1_3952818979,22/6/21 22:47,17.07,3952818979,CLASSIC,teambuilder-match-3952818979,48:33.9,0,0,0,7032,10,875,Sett,0,1,3624,3624,3624,7140,3,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,4452,4100,TOP,0,0,6630,1054,1001,0,0,0,3340,11,0,0,NONE,0,0,0,562,238,238,9544,0,0,0,0,0,1,0,42346,2844,3133,4661,cejxGX0jJWBungWXNHqnEsDAOZVHu8UPXfh8yELTYgpQBTkatda827ZzDASPNHQ1MA8wQcGxizB2lA,0,,,DUO,0,33,9,18,1,1,12,2,4,Dojetmaq0rDDrQy3IhxbQEkfpkYTa_vsVN3GQGhSHq9HxSM,188,ViegosOnlyFans,,FALSE,100,TOP,7,1016,52160,3691,0,12891,171,0,93,74,92,1,0,9575,607,212,0,0,0,4,0,0,4,FALSE
1,NA1_3952818979,22/6/21 22:47,17.07,3952818979,CLASSIC,teambuilder-match-3952818979,48:33.9,1,0,0,4604,8,555,Pyke,0,0,0,0,0,4877,3,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,4015,3625,JUNGLE,0,0,6670,2031,3158,1037,0,0,3364,7,0,1,NONE,0,0,1,750,2664,0,3725,48,0,0,0,0,2,0,19216,2019,6359,4626,sCB7ysxJjdXvwR774hWAtSJZMQyylAFt3NWh8oSwNnYxROm0NlGs1BliWbRNQrVxA4_bXRNhhAO38w,0,,,SUPPORT,0,48,19,28,1,2,4,9,11,_ly7j4yYkv1YnY0aOH7KtO6Y5vEckJoHaV1echVgiz5JRpWN,162,Brishh,,FALSE,100,JUNGLE,8,1016,26359,2171,0,10345,3388,0,3,181,48,1,0,4478,152,260,0,0,0,9,0,3,0,FALSE
2,NA1_3952818979,22/6/21 22:47,17.07,3952818979,CLASSIC,teambuilder-match-3952818979,48:33.9,1,0,0,7742,11,8,Vladimir,0,1,0,0,0,2718,3,1,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,5242,4575,MIDDLE,0,0,3152,2031,3020,1082,0,0,3340,8,1,2,NONE,0,2,1,398,34462,3198,1512,0,0,0,0,0,3,0,9171,306,6616,4928,hfAhGlub-hG-mBIMSQDT24RdJhJtGhm4S3F5wv3ct6Su8p20u1YDaHWnqIFNbu7Mpn7yfAEx5eKAYw,0,,,SUPPORT,0,163,5,37,2,2,14,1,4,Pp31_pZJZ2rI040RS4PqubZhO5Drh9hNNhat_s4R_cTLBEDtn2pFZvtTaA,102,BeetleMaster,,FALSE,100,MIDDLE,1,1016,43847,3719,0,8352,5641,0,102,22,62,1,0,214,214,224,0,0,0,9,1,1,4,FALSE
3,NA1_3952818979,22/6/21 22:47,17.07,3952818979,CLASSIC,teambuilder-match-3952818979,48:33.9,2,0,0,4708,8,81,Ezreal,0,4,343,610,343,1836,1,2,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,4241,4010,BOTTOM,0,0,3070,2031,3057,3044,3158,1028,3340,11,0,0,NONE,0,0,0,722,2315,1612,1140,0,0,0,0,0,4,0,28657,5009,3111,4847,bVCFlXhZ2oCrc782evnCDzp8WGZYW4aKsmIKTzqw4e8tFWWeB2IEtnrTGB-QkcWuThOr6QjPrEMiXw,0,,,SUPPORT,0,130,28,15,4,3,7,1,4,bGhgVhqpa-U9pIvgsm4GbXULEfx70ccUjZUFrhunCHXxoqB5vE3cX2c7Aw,87,Sanityreaper31,,FALSE,100,BOTTOM,0,1016,30973,6622,0,4251,1083,388,73,0,16,2,0,0,0,0,0,0,0,11,2,1,6,FALSE
4,NA1_3952818979,22/6/21 22:47,17.07,3952818979,CLASSIC,teambuilder-match-3952818979,48:33.9,2,0,0,4586,8,43,Karma,0,3,251,251,251,2422,1,1,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3583,3375,UTILITY,0,0,3851,6617,2010,0,0,1001,3340,10,0,0,NONE,0,0,0,747,7359,2733,1267,0,0,0,0,0,5,0,2183,577,2508,3545,IkCcDIDDfyWowzCRwfIJT3rI7eo1EdEiVP2wEfJTo0akUsU-A-jyiisbOu5YweywYDxuLZ8jVV86bQ,0,,,SUPPORT,0,41,6,40,7,2,14,2,4,nh2siowmyWe7BfbVCeqbrNIS4n74YGBXrTQPIvawxTw-q_EOH5nvfaN07w,122,magadooga,,FALSE,100,UTILITY,13,1016,9799,3567,1282,3775,0,0,11,84,21,0,0,256,256,0,0,0,0,16,1,2,7,FALSE
5,NA1_3952818979,22/6/21 22:47,17.07,3952818979,CLASSIC,teambuilder-match-3952818979,48:33.9,1,0,4,9860,12,84,Akali,0,2,1694,1994,1694,4355,0,1,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,5680,4875,TOP,0,0,1054,4633,3020,0,0,0,3340,8,1,4,NONE,0,4,1,0,46744,12325,893,0,0,0,0,0,6,0,9997,1198,8115,4070,#NAME?,0,,,SUPPORT,0,104,19,48,8,1,12,2,14,CF8YiQp277gDwx3dt3JEN1MZSwwHJNUQeSlpgs3ricHWxWU0,81,Majestys,,FALSE,200,TOP,1,1016,57234,13737,0,9693,2605,0,95,43,0,1,0,492,212,683,0,0,0,9,1,2,3,TRUE
6,NA1_3952818979,22/6/21 22:47,17.07,3952818979,CLASSIC,teambuilder-match-3952818979,48:33.9,1,0,0,5334,9,19,Warwick,0,0,0,6581,0,5704,1,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,4393,3650,JUNGLE,0,0,1035,3748,0,0,0,0,3340,6,0,0,NONE,0,0,0,874,21064,389,2524,84,0,0,0,0,7,0,33738,98,8888,1301,ilLud9G42CtlA-YvF0IgILlIpibeKUtieiO0hnVRjAnjoW7TIw4v0czVE9nvcOjXIxvh1_61zyjRIw,0,,,SUPPORT,0,57,5,9,1,0,4,5,11,F1o2DPwbdJ_jFdP6cJ3REGz28MXC3aN1SR_7_S0soU-rITs,33,HeroKiller25,,FALSE,200,JUNGLE,1,1016,57922,518,0,11581,7848,0,0,119,27,1,0,3120,30,168,0,0,0,6,0,0,2,TRUE
7,NA1_3952818979,22/6/21 22:47,17.07,3952818979,CLASSIC,teambuilder-match-3952818979,48:33.9,0,0,0,8323,11,238,Zed,0,2,1077,1077,1077,2391,2,2,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,5411,4800,MIDDLE,0,0,6692,2031,3158,1036,0,0,3363,13,1,2,NONE,0,2,1,554,3487,350,2340,0,0,0,0,0,8,0,46460,5233,2154,4086,bt6ceC9fFQCLAL1iCE98a2sTpEyE7YqRRr6oMOgLEjKP29_qUkZd2Jz3qOR3s9nrf6yA6j3AQxByRA,0,,,SUPPORT,0,44,24,35,7,2,14,2,4,Wf2Qd2MePyBxNHroem1O2ffOVmcCShRC_X_-ROXkILxAlFc,165,XxSHOTTERBOIxX,,FALSE,200,MIDDLE,3,1016,52843,5984,0,4709,453,0,104,59,65,1,0,2895,400,214,0,0,0,9,2,1,7,TRUE
8,NA1_3952818979,22/6/21 22:47,17.07,3952818979,CLASSIC,teambuilder-match-3952818979,48:33.9,1,0,4,5649,9,119,Draven,0,2,358,6318,358,2663,0,0,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,6995,5000,BOTTOM,0,0,6691,1055,2031,3134,0,0,3340,9,1,4,NONE,0,4,2,0,0,0,2651,4,0,0,0,0,9,0,51509,6537,4377,4076,#NAME?,0,,,DUO,0,23,29,8,4,2,4,1,7,6456YEAtkr_wFlpzA_85sbSMpx4NaezZwPuM7y3aZHSnA9g,233,foodtanari,,FALSE,200,BOTTOM,6,1016,51509,6537,0,7193,2618,181,120,24,0,2,0,0,0,164,0,0,0,3,0,1,2,TRUE
9,NA1_3952818979,22/6/21 22:47,17.07,3952818979,CLASSIC,teambuilder-match-3952818979,48:33.9,3,0,1,5675,9,16,Soraka,0,4,105,367,105,2321,0,2,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3956,3085,UTILITY,0,0,3851,3158,1052,3067,0,1004,3364,11,0,1,NONE,0,0,1,0,4568,1943,928,0,0,0,0,0,10,0,1254,398,2804,3840,N-eHsAAfMJbngnkAQBSrrVsv9YMhh19dB-9gSxSZiKahSY2LHqzrVDmlh5fWTWz_8-qpNPrpw7q3Tw,0,,,SUPPORT,0,35,17,8,1,1,3,1,4,0wESOmKO54hByMZRbRmQseLhEsqcD8RnuSj6m44Y5mT4uAVr,66,koriaya,,FALSE,200,UTILITY,14,1016,5912,2395,597,3732,5625,3805,2,99,0,5,0,90,54,0,0,0,0,12,2,1,7,TRUE
0,NA1_3943328312,14/6/21 7:03,37,3943328312,CLASSIC,teambuilder-match-3943328312,06:16.9,22,0,1,15197,16,16,Soraka,0,2,1573,1573,1573,13576,5,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10384,9250,TOP,0,1,3158,6617,3107,3083,0,0,3340,18,0,2,TOP,0,0,1,516,67295,10845,12991,4,0,1,0,0,1,0,17201,1723,14462,589,zugRhJ-ax_Q0uvCGXe2dSJLbUIRdaigLwp9gq5qaOHP3WMf9ZhDFaXReYXR1up2OkbRv89VuUn1pIA,0,,,SOLO,0,182,33,43,9,3,4,5,12,IJ8OVNCe222h_MRiwNccwgW6cTy-PC5ERPnRUC1pUbs,144,BirdGuy,,FALSE,100,TOP,60,2211,91167,12568,0,27852,31051,19267,141,492,144,5,0,6671,0,398,0,9,0,24,0,4,11,FALSE
1,NA1_3943328312,14/6/21 7:03,37,3943328312,CLASSIC,teambuilder-match-3943328312,06:16.9,21,0,0,13543,15,154,Zac,0,2,116,7689,116,47021,6,2,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,10588,10050,JUNGLE,0,1,3143,0,3047,0,3068,3075,3364,20,2,6,JUNGLE,28,2,1,662,88782,17575,12104,79,0,1,0,0,2,0,16406,1749,27809,4912,zaMGoSdluOXOLYIc1VEIYan47UOCRr5XQBVhLnr5356NWbQBGA1erJjFQHWUXlEb1xttALgmM8Bd-A,0,,,NONE,0,68,155,85,11,5,4,25,11,L13IDZGePRrlsL8QlfR27cpvWJpFURjG3KrTYarl0Dijq0E,168,Knightpal,,FALSE,100,JUNGLE,57,2211,115596,21439,0,44257,32844,769,26,438,179,5,0,10406,2114,4343,0,9,0,25,2,4,6,FALSE
2,NA1_3943328312,14/6/21 7:03,37,3943328312,CLASSIC,teambuilder-match-3943328312,06:16.9,14,0,1,14925,16,1,Annie,0,5,1731,1808,1731,7603,4,2,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10803,9525,MIDDLE,0,1,2420,3165,6655,2031,3020,3191,3340,21,0,3,MIDDLE,0,0,1,881,83889,18442,3626,4,0,1,0,0,3,0,11763,876,8694,1296,6PR-C6KUNQ8-h6dQLAKFcu7DHKyBAEYIokIFO5TYHivOMX359qLP2kOL_3We7kFfE6hsy2i056LA8Q,0,,,SOLO,0,151,51,65,27,6,14,4,4,NdtrwE6BqZBo3dIwlSWvDwDX52sQ3AEFrgWVeIGWUWDHZwo,256,BoostedKittyKat,,FALSE,100,MIDDLE,19,2211,100079,20905,1187,12858,97,0,149,180,103,1,0,4426,1586,537,2,9,0,23,3,2,10,FALSE
3,NA1_3943328312,14/6/21 7:03,37,3943328312,CLASSIC,teambuilder-match-3943328312,06:16.9,8,0,2,14402,15,360,Samira,0,1,4335,8084,4335,12982,5,0,5,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,16377,14050,BOTTOM,0,1,3074,3006,6692,6676,3026,0,3340,20,5,19,BOTTOM,555,8,4,832,13740,3974,8618,20,0,1,0,0,4,0,115841,29748,18046,4076,#NAME?,1,,,CARRY,0,127,13,31,7,6,4,4,7,6456YEAtkr_wFlpzA_85sbSMpx4NaezZwPuM7y3aZHSnA9g,233,foodtanari,,FALSE,100,BOTTOM,6,2211,132954,34300,0,27635,10277,952,164,44,180,2,1,3372,578,971,1,9,0,17,0,3,7,FALSE
4,NA1_3943328312,14/6/21 7:03,37,3943328312,CLASSIC,teambuilder-match-3943328312,06:16.9,10,0,0,15036,16,17,Teemo,0,5,537,1455,537,10163,5,3,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,11606,11160,UTILITY,0,1,3853,3165,3158,6653,4629,1052,3364,25,2,5,BOTTOM,0,2,1,743,99198,31558,9922,8,0,1,0,0,5,0,11475,1575,14487,4973,LEI3GxSxaHXtIN3__u6q_oj0Ktq2FdM_suuuKMip5Sz1eDe47sING0saMmVJl8Okgix67pFet-jh7Q,0,,,SUPPORT,0,85,107,0,121,9,14,6,4,ia3GLjOLPdEK1yiXktODrP_fWldhiYWfyktj9_8laSTU3sk,345,shortstop810,,FALSE,100,UTILITY,81,2211,113419,35878,0,25283,3147,0,98,681,113,1,0,2745,2745,874,0,9,0,95,3,4,46,FALSE
5,NA1_3943328312,14/6/21 7:03,37,3943328312,CLASSIC,teambuilder-match-3943328312,06:16.9,4,0,0,16080,16,106,Volibear,0,5,8559,35280,8559,28761,6,2,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,15192,13750,TOP,0,0,3100,3157,3020,1058,1058,6655,3364,22,1,5,MIDDLE,0,2,1,593,169095,21094,14963,45,0,0,0,0,6,0,54449,7122,11896,4904,yy2F6jrNvHzP1ghHoVPVUO5m24-g6C-ala1t7YBDpoBAo0KCEljSWrEtK1B4ROHMfmJ5npdHBmU7iQ,0,,,DUO,0,80,62,102,10,6,12,5,4,waggLnDjUdgQ6xkhJvxSUH0WLlxD4YaaWH96tpYcFpIba7WJv4ql1cal2g,35,kill the whites ,,FALSE,200,TOP,23,2211,237320,28367,0,27736,4849,0,195,359,249,1,0,13775,150,876,1,3,0,38,2,5,12,TRUE
6,NA1_3943328312,14/6/21 7:03,37,3943328312,CLASSIC,teambuilder-match-3943328312,06:16.9,5,0,1,15857,16,5,XinZhao,0,4,2220,30219,2220,35850,6,1,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,13612,12675,JUNGLE,0,0,6692,3026,3053,3111,3123,3133,3364,26,2,8,JUNGLE,0,4,3,648,19097,1526,18122,158,0,0,1,0,7,0,188031,18216,26628,3543,gyb_1-GkyCC3XLQlcU10GDpKxMgsoscLfNvWmyhslr3wz_CVhGhjDP2Tk87IH87U90P80bbi0CpfQA,0,,,NONE,0,77,120,0,9,20,11,5,4,YLFmv0_mTPGh93XZ54GnCQPhyiOm0JT2m_GkQejY7dhYDLuFUSVFkfqPeQ,37,ltgannk,,FALSE,200,JUNGLE,27,2211,223223,22293,0,46065,28061,0,49,579,191,1,1,16094,2550,1314,0,3,0,24,1,5,7,TRUE
7,NA1_3943328312,14/6/21 7:03,37,3943328312,CLASSIC,teambuilder-match-3943328312,06:16.9,2,0,0,14009,15,236,Lucian,0,3,4449,14743,4449,8458,8,1,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12270,11325,MIDDLE,0,0,6672,3508,3031,0,1055,3006,3340,19,1,5,MIDDLE,628,2,1,974,5937,1969,17812,4,0,0,0,0,8,0,134245,13892,6696,508,LUnHY9-1xTnZ-PURabN6Asa2mxd4B9rMtlDtFuaqd_LrPipps8uYtEWSlmlI3_84fuSjZrj2qrSvZw,0,,,DUO,0,73,33,23,14,5,7,4,4,oUbJDE5joXP4HVKQYWZVfa0rUFgRykK5DIRzSCB8Ecj68Q0,125,Radlol,,FALSE,200,MIDDLE,0,2211,148334,17509,0,25952,7081,239,190,0,310,2,0,8150,1648,1444,2,3,0,26,1,3,8,TRUE
8,NA1_3943328312,14/6/21 7:03,37,3943328312,CLASSIC,teambuilder-match-3943328312,06:16.9,8,1,1,16232,16,98,Shen,0,2,5830,12725,5830,42795,9,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,13357,11700,BOTTOM,1,0,3153,6631,3111,3075,1033,1054,3364,25,0,4,BOTTOM,0,0,1,806,30052,6929,18288,20,1,0,0,0,9,0,99913,13097,15409,4904,AksOG--ODDcLGkyhiCx1PRAVfHFitt60AhXkStKiJY6WkmMX8YiN-eFvuz5wGfu9MlaAScAQuCXlKQ,0,,,CARRY,0,146,28,52,5,3,12,5,4,GbrN50-gcLYTCDFlvAm_VwVpIXMOHkUJOFG80O8XG0ZG4Ys,213,Cumulonimbus,,FALSE,200,BOTTOM,43,2211,147300,20676,1032,35367,3654,0,201,479,322,1,0,17333,649,1669,4,3,0,17,0,3,3,TRUE
9,NA1_3943328312,14/6/21 7:03,37,3943328312,CLASSIC,teambuilder-match-3943328312,06:16.9,6,0,0,10223,13,36,DrMundo,0,3,1574,2457,1574,23262,7,0,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9208,12450,UTILITY,0,0,3068,3111,3076,3860,1011,0,3364,24,1,3,BOTTOM,0,2,2,779,27702,14230,17977,0,0,0,0,0,10,0,9370,3282,13192,4904,7jOt8XD9qrYMGMsVETYhL5WCzyap3qCyGk98YbZtw8otx96GSpq0odGL_QSGqHWBp4XBTW5Ggjpz3w,0,,,SUPPORT,0,128,31,21,11,7,4,8,14,mGDB8gyi2zdK1aEgtytFhGZjOPYYDRvTPBUlB6J00cZ3xQY,168,Meepacus,,FALSE,200,UTILITY,19,2211,44638,19349,1583,32599,10238,330,50,173,222,5,0,7565,1836,1429,1,3,0,61,0,5,30,TRUE
0,NA1_3943371960,14/6/21 6:15,36.3,3943371960,CLASSIC,teambuilder-match-3943371960,15:49.0,9,0,0,16414,16,36,DrMundo,0,1,3280,9754,3280,57790,8,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,10738,9700,TOP,0,3,3111,6662,3075,3065,0,0,3340,19,0,0,TOP,14,0,0,505,69604,25514,23384,0,0,0,0,0,1,0,76000,9487,28009,4162,hUZ_P5OdO3uXOYqGB2x8zL8UTSBQGfCEjVJKHWJYalP3iqTB0iE6zTkp1NcS6_iQK5neMn5yxW-bVg,0,,,SOLO,0,191,32,89,11,6,4,3,12,XzsU0B7TxUyIlpDsScX2NWXgxPhW5X1hYd5tdNLmAA1jp1A,35,SwagIsMyLastName,,FALSE,100,TOP,32,2169,155732,35001,0,55871,15144,0,210,1188,270,1,0,10127,0,4477,1,10,0,15,0,0,10,FALSE
1,NA1_3943371960,14/6/21 6:15,36.3,3943371960,CLASSIC,teambuilder-match-3943371960,15:49.0,14,1,0,14869,16,254,Vi,0,2,1070,28196,1070,42756,6,1,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,13617,12008,JUNGLE,0,3,2031,3078,3111,3053,6333,3123,3364,20,3,8,JUNGLE,0,2,2,870,4374,0,14987,116,0,0,0,0,2,0,119709,28039,14464,4912,zaMGoSdluOXOLYIc1VEIYan47UOCRr5XQBVhLnr5356NWbQBGA1erJjFQHWUXlEb1xttALgmM8Bd-A,0,,,NONE,0,101,0,115,11,4,4,20,11,L13IDZGePRrlsL8QlfR27cpvWJpFURjG3KrTYarl0Dijq0E,168,Knightpal,,FALSE,100,JUNGLE,37,2169,135220,29096,0,32630,10515,0,33,231,210,1,0,11136,1057,3177,0,10,0,47,1,12,6,FALSE
2,NA1_3943371960,14/6/21 6:15,36.3,3943371960,CLASSIC,teambuilder-match-3943371960,15:49.0,8,0,0,15358,16,34,Anivia,0,3,2244,15842,2244,11576,7,1,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,10790,9875,MIDDLE,0,3,6653,3040,2031,3020,3916,1026,3340,20,1,3,MIDDLE,0,3,1,894,136221,21770,13500,5,0,0,0,0,3,0,15253,1594,10263,1296,6PR-C6KUNQ8-h6dQLAKFcu7DHKyBAEYIokIFO5TYHivOMX359qLP2kOL_3We7kFfE6hsy2i056LA8Q,0,,,SOLO,0,122,17,49,104,3,12,4,4,NdtrwE6BqZBo3dIwlSWvDwDX52sQ3AEFrgWVeIGWUWDHZwo,256,BoostedKittyKat,,FALSE,100,MIDDLE,44,2169,156036,24405,0,25911,828,0,184,1074,269,1,0,4560,1040,2147,1,10,0,12,1,0,7,FALSE
3,NA1_3943371960,14/6/21 6:15,36.3,3943371960,CLASSIC,teambuilder-match-3943371960,15:49.0,8,0,0,13810,15,360,Samira,0,1,3699,18110,3699,13131,9,0,4,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,14726,14180,BOTTOM,0,3,3153,1036,6692,3033,3006,6676,3340,18,4,15,BOTTOM,522,6,3,395,9254,3972,16885,2,0,0,0,0,4,0,104729,28300,12349,4076,#NAME?,0,,,CARRY,0,126,18,28,12,5,4,4,7,6456YEAtkr_wFlpzA_85sbSMpx4NaezZwPuM7y3aZHSnA9g,233,foodtanari,,FALSE,100,BOTTOM,6,2169,125368,32557,0,31643,8926,453,160,9,274,3,1,11385,285,2408,1,10,0,21,0,3,10,FALSE
